Species,Common Name,SiteName,SegmCode,Site_location,Pair,Treatm,Transect,Segment,Adults,Nymphs,Larva,Total
Ixodes scapularis,Blacklegged Tick,Mianus River Gorge,MRG-1-Fen-4-D,MRG2,1,Fen,4,D,0,1,0,1
Amblyomma americanum,Lone Star Tick,Mianus River Gorge,MRG-1-Unf-4-E,MRG1,1,Unf,4,E,0,0,0,0
Amblyomma americanum,Lone Star Tick,Mianus River Gorge,MRG-1-Fen-4-E,MRG1,1,Fen,4,E,0,0,0,0
Amblyomma americanum,Lone Star Tick,Mianus River Gorge,MRG-1-Unf-4-E,MRG2,1,Unf,4,E,0,0,0,0
Amblyomma americanum,Lone Star Tick,Mianus River Gorge,MRG-1-Fen-4-E,MRG2,1,Fen,4,E,0,0,0,0
Dermacentor variabilis,Dog Tick,Mianus River Gorge,MRG-1-Unf-4-E,MRG1,1,Unf,4,E,0,0,0,0
Dermacentor variabilis,Dog Tick,Mianus River Gorge,MRG-1-Fen-4-E,MRG1,1,Fen,4,E,0,0,0,0
Dermacentor variabilis,Dog Tick,Mianus River Gorge,MRG-1-Unf-4-E,MRG2,1,Unf,4,E,0,0,0,0
Dermacentor variabilis,Dog Tick,Mianus River Gorge,MRG-1-Fen-4-E,MRG2,1,Fen,4,E,0,0,0,0
Ixodes scapularis,Blacklegged Tick,Mianus River Gorge,MRG-1-Unf-4-E,MRG1,1,Unf,4,E,0,0,0,0
Ixodes scapularis,Blacklegged Tick,Mianus River Gorge,MRG-1-Fen-4-E,MRG1,1,Fen,4,E,0,1,0,1
Ixodes scapularis,Blacklegged Tick,Mianus River Gorge,MRG-1-Unf-4-E,MRG2,1,Unf,4,E,0,0,0,0
Ixodes scapularis,Blacklegged Tick,Mianus River Gorge,MRG-1-Fen-4-E,MRG2,1,Fen,4,E,0,0,0,0
Amblyomma americanum,Lone Star Tick,Mianus River Gorge,MRG-1-Unf-4-F,MRG1,1,Unf,4,F,0,0,0,0
Amblyomma americanum,Lone Star Tick,Mianus River Gorge,MRG-1-Fen-4-F,MRG1,1,Fen,4,F,0,0,0,0
Amblyomma americanum,Lone Star Tick,Mianus River Gorge,MRG-1-Unf-4-F,MRG2,1,Unf,4,F,0,0,0,0
Amblyomma americanum,Lone Star Tick,Mianus River Gorge,MRG-1-Fen-4-F,MRG2,1,Fen,4,F,0,0,0,0
Dermacentor variabilis,Dog Tick,Mianus River Gorge,MRG-1-Unf-4-F,MRG1,1,Unf,4,F,0,0,0,0
Dermacentor variabilis,Dog Tick,Mianus River Gorge,MRG-1-Fen-4-F,MRG1,1,Fen,4,F,0,0,0,0
Dermacentor variabilis,Dog Tick,Mianus River Gorge,MRG-1-Unf-4-F,MRG2,1,Unf,4,F,0,0,0,0
Dermacentor variabilis,Dog Tick,Mianus River Gorge,MRG-1-Fen-4-F,MRG2,1,Fen,4,F,0,0,0,0
Ixodes scapularis,Blacklegged Tick,Mianus River Gorge,MRG-1-Unf-4-F,MRG1,1,Unf,4,F,0,0,0,0
Ixodes scapularis,Blacklegged Tick,Mianus River Gorge,MRG-1-Fen-4-F,MRG1,1,Fen,4,F,0,1,0,1
Ixodes scapularis,Blacklegged Tick,Mianus River Gorge,MRG-1-Unf-4-F,MRG2,1,Unf,4,F,0,1,0,1
Ixodes scapularis,Blacklegged Tick,Mianus River Gorge,MRG-1-Fen-4-F,MRG2,1,Fen,4,F,0,0,0,0
Amblyomma americanum,Lone Star Tick,Mianus River Gorge,MRG-1-Trailside-N-A,MRG2,FR3,Trailside,N,A,0,0,0,0
Dermacentor variabilis,Dog Tick,Mianus River Gorge,MRG-1-Trailside-N-A,MRG2,FR3,Trailside,N,A,0,0,0,0
Ixodes scapularis,Blacklegged Tick,Mianus River Gorge,MRG-1-Trailside-N-A,MRG2,FR3,Trailside,N,A,0,0,0,0
Amblyomma americanum,Lone Star Tick,Mianus River Gorge,MRG-1-Trailside-N-B,MRG2,FR3,Trailside,N,B,0,0,0,0
Dermacentor variabilis,Dog Tick,Mianus River Gorge,MRG-1-Trailside-N-B,MRG2,FR3,Trailside,N,B,0,0,0,0
Ixodes scapularis,Blacklegged Tick,Mianus River Gorge,MRG-1-Trailside-N-B,MRG2,FR3,Trailside,N,B,0,1,0,1
Amblyomma americanum,Lone Star Tick,Mianus River Gorge,MRG-1-Trailside-N-C,MRG2,FR3,Trailside,N,C,0,0,0,0
Dermacentor variabilis,Dog Tick,Mianus River Gorge,MRG-1-Trailside-N-C,MRG2,FR3,Trailside,N,C,0,0,0,0
Ixodes scapularis,Blacklegged Tick,Mianus River Gorge,MRG-1-Trailside-N-C,MRG2,FR3,Trailside,N,C,0,0,0,0
Amblyomma americanum,Lone Star Tick,Mianus River Gorge,MRG-1-Trailside-N-D,MRG2,FR3,Trailside,N,D,0,0,0,0
Dermacentor variabilis,Dog Tick,Mianus River Gorge,MRG-1-Trailside-N-D,MRG2,FR3,Trailside,N,D,0,0,0,0
Ixodes scapularis,Blacklegged Tick,Mianus River Gorge,MRG-1-Trailside-N-D,MRG2,FR3,Trailside,N,D,0,0,0,0
Amblyomma americanum,Lone Star Tick,Mianus River Gorge,MRG-1-Trailside-N-E,MRG2,FR3,Trailside,N,E,0,0,0,0
Dermacentor variabilis,Dog Tick,Mianus River Gorge,MRG-1-Trailside-N-E,MRG2,FR3,Trailside,N,E,0,0,0,0
Ixodes scapularis,Blacklegged Tick,Mianus River Gorge,MRG-1-Trailside-N-E,MRG2,FR3,Trailside,N,E,0,0,0,0
Amblyomma americanum,Lone Star Tick,Mianus River Gorge,MRG-1-Trailside-N-F,MRG2,FR3,Trailside,N,F,0,0,0,0
Dermacentor variabilis,Dog Tick,Mianus River Gorge,MRG-1-Trailside-N-F,MRG2,FR3,Trailside,N,F,0,0,0,0
Ixodes scapularis,Blacklegged Tick,Mianus River Gorge,MRG-1-Trailside-N-F,MRG2,FR3,Trailside,N,F,0,0,0,0
Amblyomma americanum,Lone Star Tick,Mianus River Gorge,MRG-1-Trailside-N-G,MRG2,FR3,Trailside,N,G,0,0,0,0
Dermacentor variabilis,Dog Tick,Mianus River Gorge,MRG-1-Trailside-N-G,MRG2,FR3,Trailside,N,G,0,0,0,0
Ixodes scapularis,Blacklegged Tick,Mianus River Gorge,MRG-1-Trailside-N-G,MRG2,FR3,Trailside,N,G,0,0,0,0
Amblyomma americanum,Lone Star Tick,Mianus River Gorge,MRG-1-Trailside-N-H,MRG2,FR3,Trailside,N,H,0,0,0,0
Dermacentor variabilis,Dog Tick,Mianus River Gorge,MRG-1-Trailside-N-H,MRG2,FR3,Trailside,N,H,0,0,0,0
Ixodes scapularis,Blacklegged Tick,Mianus River Gorge,MRG-1-Trailside-N-H,MRG2,FR3,Trailside,N,H,0,0,0,0
Amblyomma americanum,Lone Star Tick,Mianus River Gorge,MRG-1-Trailside-S-A,MRG2,FR3,Trailside,S,A,0,0,0,0
Dermacentor variabilis,Dog Tick,Mianus River Gorge,MRG-1-Trailside-S-A,MRG2,FR3,Trailside,S,A,0,0,0,0
Ixodes scapularis,Blacklegged Tick,Mianus River Gorge,MRG-1-Trailside-S-A,MRG2,FR3,Trailside,S,A,0,0,0,0
Amblyomma americanum,Lone Star Tick,Mianus River Gorge,MRG-1-Trailside-S-B,MRG2,FR3,Trailside,S,B,0,0,0,0
Dermacentor variabilis,Dog Tick,Mianus River Gorge,MRG-1-Trailside-S-B,MRG2,FR3,Trailside,S,B,0,0,0,0
Ixodes scapularis,Blacklegged Tick,Mianus River Gorge,MRG-1-Trailside-S-B,MRG2,FR3,Trailside,S,B,0,0,0,0
Amblyomma americanum,Lone Star Tick,Mianus River Gorge,MRG-1-Trailside-S-C,MRG2,FR3,Trailside,S,C,0,0,0,0
Dermacentor variabilis,Dog Tick,Mianus River Gorge,MRG-1-Trailside-S-C,MRG2,FR3,Trailside,S,C,0,0,0,0
Ixodes scapularis,Blacklegged Tick,Mianus River Gorge,MRG-1-Trailside-S-C,MRG2,FR3,Trailside,S,C,0,0,0,0
Amblyomma americanum,Lone Star Tick,Mianus River Gorge,MRG-1-Trailside-S-D,MRG2,FR3,Trailside,S,D,0,0,0,0
Dermacentor variabilis,Dog Tick,Mianus River Gorge,MRG-1-Trailside-S-D,MRG2,FR3,Trailside,S,D,0,0,0,0
Ixodes scapularis,Blacklegged Tick,Mianus River Gorge,MRG-1-Trailside-S-D,MRG2,FR3,Trailside,S,D,0,0,0,0
Amblyomma americanum,Lone Star Tick,Mianus River Gorge,MRG-1-Trailside-S-E,MRG2,FR3,Trailside,S,E,0,0,0,0
Dermacentor variabilis,Dog Tick,Mianus River Gorge,MRG-1-Trailside-S-E,MRG2,FR3,Trailside,S,E,0,0,0,0
Ixodes scapularis,Blacklegged Tick,Mianus River Gorge,MRG-1-Trailside-S-E,MRG2,FR3,Trailside,S,E,0,0,0,0
Amblyomma americanum,Lone Star Tick,Mianus River Gorge,MRG-1-Trailside-S-F,MRG2,FR3,Trailside,S,F,0,0,0,0
Dermacentor variabilis,Dog Tick,Mianus River Gorge,MRG-1-Trailside-S-F,MRG2,FR3,Trailside,S,F,0,0,0,0
Ixodes scapularis,Blacklegged Tick,Mianus River Gorge,MRG-1-Trailside-S-F,MRG2,FR3,Trailside,S,F,0,0,0,0
Amblyomma americanum,Lone Star Tick,Mianus River Gorge,MRG-1-Trailside-S-G,MRG2,FR3,Trailside,S,G,0,0,0,0
Dermacentor variabilis,Dog Tick,Mianus River Gorge,MRG-1-Trailside-S-G,MRG2,FR3,Trailside,S,G,0,0,0,0
Ixodes scapularis,Blacklegged Tick,Mianus River Gorge,MRG-1-Trailside-S-G,MRG2,FR3,Trailside,S,G,0,0,0,0
Amblyomma americanum,Lone Star Tick,Mianus River Gorge,MRG-1-Trailside-S-H,MRG2,FR3,Trailside,S,H,0,0,0,0
Dermacentor variabilis,Dog Tick,Mianus River Gorge,MRG-1-Trailside-S-H,MRG2,FR3,Trailside,S,H,0,0,0,0
Ixodes scapularis,Blacklegged Tick,Mianus River Gorge,MRG-1-Trailside-S-H,MRG2,FR3,Trailside,S,H,0,0,0,0
Amblyomma americanum,Lone Star Tick,Mohonk Preserve,MOH-1-Unf-A-1,Spring Farm (Site 3),,Unf,A,1,0,0,0,0
Amblyomma americanum,Lone Star Tick,Mohonk Preserve,MOH-1-Unf-A-1,Canaan Road (Site 4),,Unf,A,1,0,0,0,0
Dermacentor variabilis,Dog Tick,Mohonk Preserve,MOH-1-Unf-A-1,Spring Farm (Site 3),,Unf,A,1,0,0,0,0
Dermacentor variabilis,Dog Tick,Mohonk Preserve,MOH-1-Unf-A-1,Canaan Road (Site 4),,Unf,A,1,0,0,0,0
Ixodes scapularis,Blacklegged Tick,Mohonk Preserve,MOH-1-Unf-A-1,Spring Farm (Site 3),,Unf,A,1,0,2,0,2
Ixodes scapularis,Blacklegged Tick,Mohonk Preserve,MOH-1-Unf-A-1,Canaan Road (Site 4),,Unf,A,1,0,2,0,2
Amblyomma americanum,Lone Star Tick,Mohonk Preserve,MOH-1-Fen-A-2,Spring Farm (Site 3),,Fen,A,2,0,0,0,0
Amblyomma americanum,Lone Star Tick,Mohonk Preserve,MOH-1-Fen-A-2,Canaan Road (Site 4),,Fen,A,2,0,0,0,0
Dermacentor variabilis,Dog Tick,Mohonk Preserve,MOH-1-Fen-A-2,Spring Farm (Site 3),,Fen,A,2,0,0,0,0
Dermacentor variabilis,Dog Tick,Mohonk Preserve,MOH-1-Fen-A-2,Canaan Road (Site 4),,Fen,A,2,0,0,0,0
Ixodes scapularis,Blacklegged Tick,Mohonk Preserve,MOH-1-Fen-A-2,Spring Farm (Site 3),,Fen,A,2,0,0,0,0
Ixodes scapularis,Blacklegged Tick,Mohonk Preserve,MOH-1-Fen-A-2,Canaan Road (Site 4),,Fen,A,2,0,1,0,1
Amblyomma americanum,Lone Star Tick,Mohonk Preserve,MOH-1-Roadside-A-3,Spring Farm (Site 3),,Roadside,A,3,0,0,0,0
Amblyomma americanum,Lone Star Tick,Mohonk Preserve,MOH-1-Roadside-A-3,Canaan Road (Site 4),,Roadside,A,3,0,0,0,0
Dermacentor variabilis,Dog Tick,Mohonk Preserve,MOH-1-Roadside-A-3,Spring Farm (Site 3),,Roadside,A,3,0,0,0,0
Dermacentor variabilis,Dog Tick,Mohonk Preserve,MOH-1-Roadside-A-3,Canaan Road (Site 4),,Roadside,A,3,0,0,0,0
Ixodes scapularis,Blacklegged Tick,Mohonk Preserve,MOH-1-Roadside-A-3,Spring Farm (Site 3),,Roadside,A,3,0,1,0,1
Ixodes scapularis,Blacklegged Tick,Mohonk Preserve,MOH-1-Roadside-A-3,Canaan Road (Site 4),,Roadside,A,3,0,0,0,0
Amblyomma americanum,Lone Star Tick,Mohonk Preserve,MOH-1-Roadside-A-4,Spring Farm (Site 3),,Roadside,A,4,0,0,0,0
Amblyomma americanum,Lone Star Tick,Mohonk Preserve,MOH-1-Roadside-A-4,Canaan Road (Site 4),,Roadside,A,4,0,0,0,0
Dermacentor variabilis,Dog Tick,Mohonk Preserve,MOH-1-Roadside-A-4,Spring Farm (Site 3),,Roadside,A,4,0,0,0,0
Dermacentor variabilis,Dog Tick,Mohonk Preserve,MOH-1-Roadside-A-4,Canaan Road (Site 4),,Roadside,A,4,0,0,0,0
Ixodes scapularis,Blacklegged Tick,Mohonk Preserve,MOH-1-Roadside-A-4,Spring Farm (Site 3),,Roadside,A,4,0,0,0,0
Ixodes scapularis,Blacklegged Tick,Mohonk Preserve,MOH-1-Roadside-A-4,Canaan Road (Site 4),,Roadside,A,4,0,0,0,0
Amblyomma americanum,Lone Star Tick,Mohonk Preserve,MOH-1-Unf-B-1,Spring Farm (Site 3),,Unf,B,1,0,0,0,0
Amblyomma americanum,Lone Star Tick,Mohonk Preserve,MOH-1-Unf-B-1,Canaan Road (Site 4),,Unf,B,1,0,0,0,0
Dermacentor variabilis,Dog Tick,Mohonk Preserve,MOH-1-Unf-B-1,Spring Farm (Site 3),,Unf,B,1,0,0,0,0
Dermacentor variabilis,Dog Tick,Mohonk Preserve,MOH-1-Unf-B-1,Canaan Road (Site 4),,Unf,B,1,0,0,0,0
Ixodes scapularis,Blacklegged Tick,Mohonk Preserve,MOH-1-Unf-B-1,Spring Farm (Site 3),,Unf,B,1,0,0,0,0
Ixodes scapularis,Blacklegged Tick,Mohonk Preserve,MOH-1-Unf-B-1,Canaan Road (Site 4),,Unf,B,1,0,0,0,0
Amblyomma americanum,Lone Star Tick,Mohonk Preserve,MOH-1-Fen-B-2,Spring Farm (Site 3),,Fen,B,2,0,0,0,0
Amblyomma americanum,Lone Star Tick,Mohonk Preserve,MOH-1-Fen-B-2,Canaan Road (Site 4),,Fen,B,2,0,0,0,0
Dermacentor variabilis,Dog Tick,Mohonk Preserve,MOH-1-Fen-B-2,Spring Farm (Site 3),,Fen,B,2,0,0,0,0
Dermacentor variabilis,Dog Tick,Mohonk Preserve,MOH-1-Fen-B-2,Canaan Road (Site 4),,Fen,B,2,0,0,0,0
Ixodes scapularis,Blacklegged Tick,Mohonk Preserve,MOH-1-Fen-B-2,Spring Farm (Site 3),,Fen,B,2,0,0,0,0
Ixodes scapularis,Blacklegged Tick,Mohonk Preserve,MOH-1-Fen-B-2,Canaan Road (Site 4),,Fen,B,2,0,0,0,0
Amblyomma americanum,Lone Star Tick,Mohonk Preserve,MOH-1-Roadside-B-3,Spring Farm (Site 3),,Roadside,B,3,0,0,0,0
Amblyomma americanum,Lone Star Tick,Mohonk Preserve,MOH-1-Roadside-B-3,Canaan Road (Site 4),,Roadside,B,3,0,0,0,0
Dermacentor variabilis,Dog Tick,Mohonk Preserve,MOH-1-Roadside-B-3,Spring Farm (Site 3),,Roadside,B,3,0,0,0,0
Dermacentor variabilis,Dog Tick,Mohonk Preserve,MOH-1-Roadside-B-3,Canaan Road (Site 4),,Roadside,B,3,0,0,0,0
Ixodes scapularis,Blacklegged Tick,Mohonk Preserve,MOH-1-Roadside-B-3,Spring Farm (Site 3),,Roadside,B,3,0,0,0,0
Ixodes scapularis,Blacklegged Tick,Mohonk Preserve,MOH-1-Roadside-B-3,Canaan Road (Site 4),,Roadside,B,3,0,0,0,0
Amblyomma americanum,Lone Star Tick,Mohonk Preserve,MOH-1-Roadside-B-4,Spring Farm (Site 3),,Roadside,B,4,0,0,0,0
Amblyomma americanum,Lone Star Tick,Mohonk Preserve,MOH-1-Roadside-B-4,Canaan Road (Site 4),,Roadside,B,4,0,0,0,0
Dermacentor variabilis,Dog Tick,Mohonk Preserve,MOH-1-Roadside-B-4,Spring Farm (Site 3),,Roadside,B,4,0,0,0,0
Dermacentor variabilis,Dog Tick,Mohonk Preserve,MOH-1-Roadside-B-4,Canaan Road (Site 4),,Roadside,B,4,0,0,0,0
Ixodes scapularis,Blacklegged Tick,Mohonk Preserve,MOH-1-Roadside-B-4,Spring Farm (Site 3),,Roadside,B,4,0,0,0,0
Ixodes scapularis,Blacklegged Tick,Mohonk Preserve,MOH-1-Roadside-B-4,Canaan Road (Site 4),,Roadside,B,4,0,0,0,0
Amblyomma americanum,Lone Star Tick,Mohonk Preserve,MOH-1-Unf-C-1,Spring Farm (Site 3),,Unf,C,1,0,0,0,0
Amblyomma americanum,Lone Star Tick,Mohonk Preserve,MOH-1-Unf-C-1,Canaan Road (Site 4),,Unf,C,1,0,0,0,0
Dermacentor variabilis,Dog Tick,Mohonk Preserve,MOH-1-Unf-C-1,Spring Farm (Site 3),,Unf,C,1,0,0,0,0
Dermacentor variabilis,Dog Tick,Mohonk Preserve,MOH-1-Unf-C-1,Canaan Road (Site 4),,Unf,C,1,0,0,0,0
Ixodes scapularis,Blacklegged Tick,Mohonk Preserve,MOH-1-Unf-C-1,Spring Farm (Site 3),,Unf,C,1,0,0,0,0
Ixodes scapularis,Blacklegged Tick,Mohonk Preserve,MOH-1-Unf-C-1,Canaan Road (Site 4),,Unf,C,1,0,0,0,0
Amblyomma americanum,Lone Star Tick,Mohonk Preserve,MOH-1-Fen-C-2,Spring Farm (Site 3),,Fen,C,2,0,0,0,0
Amblyomma americanum,Lone Star Tick,Mohonk Preserve,MOH-1-Fen-C-2,Canaan Road (Site 4),,Fen,C,2,0,0,0,0
Dermacentor variabilis,Dog Tick,Mohonk Preserve,MOH-1-Fen-C-2,Spring Farm (Site 3),,Fen,C,2,0,0,0,0
Dermacentor variabilis,Dog Tick,Mohonk Preserve,MOH-1-Fen-C-2,Canaan Road (Site 4),,Fen,C,2,0,0,0,0
Ixodes scapularis,Blacklegged Tick,Mohonk Preserve,MOH-1-Fen-C-2,Spring Farm (Site 3),,Fen,C,2,0,0,0,0
Ixodes scapularis,Blacklegged Tick,Mohonk Preserve,MOH-1-Fen-C-2,Canaan Road (Site 4),,Fen,C,2,0,0,0,0
Amblyomma americanum,Lone Star Tick,Mohonk Preserve,MOH-1-Roadside-C-3,Spring Farm (Site 3),,Roadside,C,3,0,0,0,0
Amblyomma americanum,Lone Star Tick,Mohonk Preserve,MOH-1-Roadside-C-3,Canaan Road (Site 4),,Roadside,C,3,0,0,0,0
Dermacentor variabilis,Dog Tick,Mohonk Preserve,MOH-1-Roadside-C-3,Spring Farm (Site 3),,Roadside,C,3,0,0,0,0
Dermacentor variabilis,Dog Tick,Mohonk Preserve,MOH-1-Roadside-C-3,Canaan Road (Site 4),,Roadside,C,3,0,0,0,0
Ixodes scapularis,Blacklegged Tick,Mohonk Preserve,MOH-1-Roadside-C-3,Spring Farm (Site 3),,Roadside,C,3,0,0,0,0
Ixodes scapularis,Blacklegged Tick,Mohonk Preserve,MOH-1-Roadside-C-3,Canaan Road (Site 4),,Roadside,C,3,0,0,0,0
Amblyomma americanum,Lone Star Tick,Mohonk Preserve,MOH-1-Roadside-C-4,Spring Farm (Site 3),,Roadside,C,4,0,0,0,0
Amblyomma americanum,Lone Star Tick,Mohonk Preserve,MOH-1-Roadside-C-4,Canaan Road (Site 4),,Roadside,C,4,0,0,0,0
Dermacentor variabilis,Dog Tick,Mohonk Preserve,MOH-1-Roadside-C-4,Spring Farm (Site 3),,Roadside,C,4,0,0,0,0
Dermacentor variabilis,Dog Tick,Mohonk Preserve,MOH-1-Roadside-C-4,Canaan Road (Site 4),,Roadside,C,4,0,0,0,0
Ixodes scapularis,Blacklegged Tick,Mohonk Preserve,MOH-1-Roadside-C-4,Spring Farm (Site 3),,Roadside,C,4,0,0,0,0
Ixodes scapularis,Blacklegged Tick,Mohonk Preserve,MOH-1-Roadside-C-4,Canaan Road (Site 4),,Roadside,C,4,0,0,0,0
Amblyomma americanum,Lone Star Tick,Mohonk Preserve,MOH-1-Unf-D-1,Spring Farm (Site 3),,Unf,D,1,0,0,0,0
Amblyomma americanum,Lone Star Tick,Mohonk Preserve,MOH-1-Unf-D-1,Canaan Road (Site 4),,Unf,D,1,0,0,0,0
Dermacentor variabilis,Dog Tick,Mohonk Preserve,MOH-1-Unf-D-1,Spring Farm (Site 3),,Unf,D,1,0,0,0,0
Dermacentor variabilis,Dog Tick,Mohonk Preserve,MOH-1-Unf-D-1,Canaan Road (Site 4),,Unf,D,1,0,0,0,0
Ixodes scapularis,Blacklegged Tick,Mohonk Preserve,MOH-1-Unf-D-1,Spring Farm (Site 3),,Unf,D,1,0,0,0,0
Ixodes scapularis,Blacklegged Tick,Mohonk Preserve,MOH-1-Unf-D-1,Canaan Road (Site 4),,Unf,D,1,0,0,0,0
Amblyomma americanum,Lone Star Tick,Mohonk Preserve,MOH-1-Fen-D-2,Spring Farm (Site 3),,Fen,D,2,0,0,0,0
Amblyomma americanum,Lone Star Tick,Mohonk Preserve,MOH-1-Fen-D-2,Canaan Road (Site 4),,Fen,D,2,0,0,0,0
Dermacentor variabilis,Dog Tick,Mohonk Preserve,MOH-1-Fen-D-2,Spring Farm (Site 3),,Fen,D,2,0,0,0,0
Dermacentor variabilis,Dog Tick,Mohonk Preserve,MOH-1-Fen-D-2,Canaan Road (Site 4),,Fen,D,2,0,0,0,0
Ixodes scapularis,Blacklegged Tick,Mohonk Preserve,MOH-1-Fen-D-2,Spring Farm (Site 3),,Fen,D,2,0,0,0,0
Ixodes scapularis,Blacklegged Tick,Mohonk Preserve,MOH-1-Fen-D-2,Canaan Road (Site 4),,Fen,D,2,0,0,0,0
Amblyomma americanum,Lone Star Tick,Mohonk Preserve,MOH-1-Roadside-D-3,Spring Farm (Site 3),,Roadside,D,3,0,0,0,0
Amblyomma americanum,Lone Star Tick,Mohonk Preserve,MOH-1-Roadside-D-3,Canaan Road (Site 4),,Roadside,D,3,0,0,0,0
Dermacentor variabilis,Dog Tick,Mohonk Preserve,MOH-1-Roadside-D-3,Spring Farm (Site 3),,Roadside,D,3,0,0,0,0
Dermacentor variabilis,Dog Tick,Mohonk Preserve,MOH-1-Roadside-D-3,Canaan Road (Site 4),,Roadside,D,3,0,0,0,0
Ixodes scapularis,Blacklegged Tick,Mohonk Preserve,MOH-1-Roadside-D-3,Spring Farm (Site 3),,Roadside,D,3,0,0,0,0
Ixodes scapularis,Blacklegged Tick,Mohonk Preserve,MOH-1-Roadside-D-3,Canaan Road (Site 4),,Roadside,D,3,0,0,0,0
Amblyomma americanum,Lone Star Tick,Mohonk Preserve,MOH-1-Roadside-D-4,Spring Farm (Site 3),,Roadside,D,4,0,0,0,0
Amblyomma americanum,Lone Star Tick,Mohonk Preserve,MOH-1-Roadside-D-4,Canaan Road (Site 4),,Roadside,D,4,0,0,0,0
Dermacentor variabilis,Dog Tick,Mohonk Preserve,MOH-1-Roadside-D-4,Spring Farm (Site 3),,Roadside,D,4,0,0,0,0
Dermacentor variabilis,Dog Tick,Mohonk Preserve,MOH-1-Roadside-D-4,Canaan Road (Site 4),,Roadside,D,4,0,0,0,0
Ixodes scapularis,Blacklegged Tick,Mohonk Preserve,MOH-1-Roadside-D-4,Spring Farm (Site 3),,Roadside,D,4,0,0,0,0
Ixodes scapularis,Blacklegged Tick,Mohonk Preserve,MOH-1-Roadside-D-4,Canaan Road (Site 4),,Roadside,D,4,0,0,0,0
Amblyomma americanum,Lone Star Tick,Mohonk Preserve,MOH-1-Unf-E-1,Spring Farm (Site 3),,Unf,E,1,0,0,0,0
Amblyomma americanum,Lone Star Tick,Mohonk Preserve,MOH-1-Unf-E-1,Canaan Road (Site 4),,Unf,E,1,0,0,0,0
Dermacentor variabilis,Dog Tick,Mohonk Preserve,MOH-1-Unf-E-1,Spring Farm (Site 3),,Unf,E,1,0,0,0,0
Dermacentor variabilis,Dog Tick,Mohonk Preserve,MOH-1-Unf-E-1,Canaan Road (Site 4),,Unf,E,1,0,0,0,0
Ixodes scapularis,Blacklegged Tick,Mohonk Preserve,MOH-1-Unf-E-1,Spring Farm (Site 3),,Unf,E,1,0,0,0,0
Ixodes scapularis,Blacklegged Tick,Mohonk Preserve,MOH-1-Unf-E-1,Canaan Road (Site 4),,Unf,E,1,0,0,0,0
Amblyomma americanum,Lone Star Tick,Mohonk Preserve,MOH-1-Fen-E-2,Spring Farm (Site 3),,Fen,E,2,0,0,0,0
Amblyomma americanum,Lone Star Tick,Mohonk Preserve,MOH-1-Fen-E-2,Canaan Road (Site 4),,Fen,E,2,0,0,0,0
Dermacentor variabilis,Dog Tick,Mohonk Preserve,MOH-1-Fen-E-2,Spring Farm (Site 3),,Fen,E,2,0,0,0,0
Dermacentor variabilis,Dog Tick,Mohonk Preserve,MOH-1-Fen-E-2,Canaan Road (Site 4),,Fen,E,2,0,0,0,0
Ixodes scapularis,Blacklegged Tick,Mohonk Preserve,MOH-1-Fen-E-2,Spring Farm (Site 3),,Fen,E,2,0,0,0,0
Ixodes scapularis,Blacklegged Tick,Mohonk Preserve,MOH-1-Fen-E-2,Canaan Road (Site 4),,Fen,E,2,0,0,0,0
Amblyomma americanum,Lone Star Tick,Mohonk Preserve,MOH-1-Roadside-E-3,Spring Farm (Site 3),,Roadside,E,3,0,0,0,0
Amblyomma americanum,Lone Star Tick,Mohonk Preserve,MOH-1-Roadside-E-3,Canaan Road (Site 4),,Roadside,E,3,0,0,0,0
Dermacentor variabilis,Dog Tick,Mohonk Preserve,MOH-1-Roadside-E-3,Spring Farm (Site 3),,Roadside,E,3,0,0,0,0
Dermacentor variabilis,Dog Tick,Mohonk Preserve,MOH-1-Roadside-E-3,Canaan Road (Site 4),,Roadside,E,3,0,0,0,0
Ixodes scapularis,Blacklegged Tick,Mohonk Preserve,MOH-1-Roadside-E-3,Spring Farm (Site 3),,Roadside,E,3,0,0,0,0
Ixodes scapularis,Blacklegged Tick,Mohonk Preserve,MOH-1-Roadside-E-3,Canaan Road (Site 4),,Roadside,E,3,0,0,0,0
Amblyomma americanum,Lone Star Tick,Mohonk Preserve,MOH-1-Roadside-E-4,Spring Farm (Site 3),,Roadside,E,4,0,0,0,0
Amblyomma americanum,Lone Star Tick,Mohonk Preserve,MOH-1-Roadside-E-4,Canaan Road (Site 4),,Roadside,E,4,0,0,0,0
Dermacentor variabilis,Dog Tick,Mohonk Preserve,MOH-1-Roadside-E-4,Spring Farm (Site 3),,Roadside,E,4,0,0,0,0
Dermacentor variabilis,Dog Tick,Mohonk Preserve,MOH-1-Roadside-E-4,Canaan Road (Site 4),,Roadside,E,4,0,0,0,0
Ixodes scapularis,Blacklegged Tick,Mohonk Preserve,MOH-1-Roadside-E-4,Spring Farm (Site 3),,Roadside,E,4,0,0,0,0
Ixodes scapularis,Blacklegged Tick,Mohonk Preserve,MOH-1-Roadside-E-4,Canaan Road (Site 4),,Roadside,E,4,0,0,0,0
Amblyomma americanum,Lone Star Tick,Mohonk Preserve,MOH-1-Unf-F-1,Spring Farm (Site 3),,Unf,F,1,0,0,0,0
Amblyomma americanum,Lone Star Tick,Mohonk Preserve,MOH-1-Unf-F-1,Canaan Road (Site 4),,Unf,F,1,0,0,0,0
